orf_id	name	start	end	strand	length
NP_012539.1	POL31		449202	450665	D	1464
NP_012540.3	SUI2		451020	451934	D	915
NP_012541.1	MHO1		452430	453446	D	1017
NP_012542.1	TDH2		453683	454681	R	999
NP_012543.3	MET3		456239	457774	D	1536
NP_012544.1	SPC1		458077	458361	R	285
NP_012545.1	YJR011C		458641	459426	R	786
NP_012546.3	YJR012C		459795	460418	R	624
NP_012547.2	GPI14		460382	461593	D	1212
NP_012548.1	TMA22		461829	462425	D	597
NP_012549.3	YJR015W		462721	464253	D	1533
NP_012550.1	ILV3		464451	466208	R	1758
NP_012551.2	ESS1		466521	467033	R	513
NP_012553.3	TES1		467232	468281	R	1050
NP_012555.1	REC107		468555	469579	R	1025
NP_012556.2	LSM8		469784	470113	D	330
NP_012558.3	MDE1		470230	470964	R	735
NP_012559.1	BNA1		471138	471671	R	534
NP_012560.1	YJR027W		472760	478028	D	5269
NP_012561.3	YJR026W		472760	474082	D	1323
NP_012562.1	YJR029W		478344	483612	D	5269
NP_012563.1	YJR028W		478344	479666	D	1323
NP_012564.3	YJR030C		483959	486196	R	2238
NP_012565.1	GEA1		486586	490812	R	4227
NP_012566.1	CPR7		491081	492262	D	1182
NP_012567.3	RAV1		492378	496451	R	4074
NP_012568.1	PET191		496683	497009	D	327
NP_012569.1	RAD26		497355	500612	D	3258
NP_012570.3	HUL4		500713	503391	R	2679
NP_012573.1	YJR039W		503936	507301	D	3366
NP_012574.1	GEF1		507746	510085	D	2340
NP_012575.3	URB2		510239	513763	R	3525
NP_012576.1	NUP85		514055	516289	D	2235
NP_012577.1	POL32		516461	517513	R	1053
NP_012578.3	VPS55		518763	519185	R	423
NP_012579.1	SSC1		519638	521602	R	1965
NP_012580.1	TAH11		522048	523862	D	1815
NP_012581.3	ANB1		524908	525381	R	474
NP_012582.1	CYC1		526335	526664	D	330
NP_012583.1	UTR1		526884	528476	R	1593
NP_012584.3	ISY1		528697	529404	D	708
NP_012585.1	OSM1		529861	531366	D	1506
NP_012586.1	RAD7		532062	533759	D	1698
NP_012587.3	BFA1		534027	535751	D	1725
NP_012588.1	KCH1		536056	537549	D	1494
NP_012589.1	HIT1		538772	539266	D	495
NP_012590.3	YJR056C		541792	542502	R	711
NP_012591.1	CDC8		544062	544712	D	651
NP_012592.1	APS2		544732	545175	R	444
NP_012593.3	PTK2		545787	548243	D	2457
NP_012594.1	CBF1		548759	549814	D	1056
NP_012595.1	YJR061W		550511	553318	D	2808
NP_012596.3	NTA1		553476	554849	R	1374
NP_012597.1	RPA12		555195	555572	D	378
NP_012598.1	CCT5		555914	557602	D	1689
NP_012599.3	ARP3		557809	559158	R	1350
NP_012600.1	TOR1		559416	566828	D	7413
NP_012601.1	YAE1		567019	567444	R	426
NP_012602.3	RFC2		567643	568704	D	1062
NP_012603.1	HAM1		568806	569399	R	594
NP_012604.1	LIA1		569621	570598	R	978
NP_012606.3	NPA3		570967	572124	R	1158
NP_012607.1	OPI3		572315	572935	R	621
NP_012608.1	MOG1		573095	573751	D	657
NP_012609.3	HOC1		573981	575171	D	1191
NP_012610.1	CDC11		575354	576601	R	1248
NP_012611.1	MIR1		577255	578190	R	936
NP_012612.3	BNA2		578860	580221	D	1362
NP_012613.1	YJR079W		580205	581239	D	1035
NP_012614.1	AIM24		580432	581616	R	1185
NP_012615.3	EAF6		581914	582255	R	342
NP_012616.1	ACF4		582608	583537	R	930
NP_012617.1	YJR084W		583733	585004	D	1272
NP_012618.3	YJR085C		585120	585437	R	318
NP_012619.1	STE18		586068	586400	D	333
NP_012621.1	EMC2		586495	587373	R	879
NP_012622.3	BIR1		587718	590582	D	2865
NP_012623.1	GRR1		590872	594327	R	3456
NP_012624.1	JSN1		595061	598336	R	3276
NP_012625.5	BUD4		598735	603078	D	4344
NP_012626.1	FIP1		603220	604203	R	984
NP_012627.1	IME1		604569	605651	R	1083
NP_012628.3	RPL43B		608305	608858	D	554
NP_012629.1	SFC1		609773	610741	D	969
NP_012630.1	YJR096W		611195	612043	D	849
NP_012631.3	JJJ3		612413	612931	D	519
NP_012632.2	YJR098C		613186	615156	R	1971
NP_012633.1	YUH1		615576	616286	D	711
NP_012634.3	AIM25		616351	617334	R	984
NP_012635.1	RSM26		618234	619034	D	801
NP_012636.1	VPS25		619157	619765	R	609
NP_012637.4	URA8		620754	622490	D	1737
NP_012638.1	SOD1		622550	623014	R	465
NP_012639.1	ADO1		623581	624603	D	1023
NP_012640.4	ECM27		624838	627015	D	2178
NP_012641.2	YJR107W		627340	628326	D	987
NP_012642.1	ABM1		628712	629083	D	372
NP_012643.3	CPA2		629585	632941	R	3357
NP_012644.1	YMR1		633615	635681	D	2067
NP_012645.1	YJR111C		635855	636706	R	852
NP_012646.3	NNF1		637030	637635	D	606
NP_878107.1	YJR112W-A		637790	638168	D	379
NP_012647.1	RSM7		638232	638975	R	744
NP_012649.3	YJR115W		639942	640451	D	510
NP_012650.1	TDA4		640825	641664	D	840
NP_012651.1	STE24		642007	643368	D	1362
NP_012652.3	ILM1		643490	644101	R	612
NP_012653.1	JHD2		644304	646490	R	2187
NP_012654.1	YJR120W		647126	647476	D	351
NP_012655.3	ATP2		647607	649142	D	1536
NP_012656.1	IBA57		649776	651269	D	1494
NP_012657.1	RPS5		651901	652578	D	678
NP_012658.3	YJR124C		652892	654238	R	1347
NP_012659.1	ENT3		654737	655963	R	1227
NP_012660.1	VPS70		656254	658689	R	2436
NP_012661.3	RSF2		658917	663059	R	4143
NP_012663.2	YJR129C		664000	665019	R	1020
NP_012664.1	STR2		665218	667137	R	1920
NP_012665.3	MNS1		667644	669293	D	1650
NP_012666.2	NMD5		669522	672668	D	3147
NP_012667.1	XPT1		672991	673620	D	630
NP_012668.3	SGM1		673729	675852	R	2124
NP_012669.1	MCM22		676059	676778	R	720
NP_058168.1	TIM8		676971	677234	D	264
NP_012670.3	TTI2		677441	678706	R	1266
NP_116579.1	MET5		678957	683285	R	4329
NP_012672.1	IML1		684567	689321	D	4755
NP_012673.3	HOM6		689445	690524	R	1080
NP_012674.1	HIR3		690750	695696	R	4947
NP_012675.1	YJR141W		695906	696949	D	1044
NP_012676.3	YJR142W		697141	698169	D	1029
NP_012677.1	PMT4		698326	700614	R	2289
NP_012678.1	MGM101		700882	701691	D	810
NP_012679.3	RPS4A		702027	703068	R	1042
NP_001257683.1	YJR146W		703885	704238	D	354
NP_012681.1	HMS2		704196	705272	D	1077
NP_012682.1	BAT2		705744	706874	D	1131
NP_012683.4	YJR149W		707160	708374	D	1215
NP_012684.4	DAN1		708811	709707	R	897
NP_012685.1	DAN4		712255	715740	R	3486
NP_878108.1	YJR151W-A		717580	717630	D	51
NP_012686.3	DAL5		719666	721297	D	1632
NP_012687.3	PGU1		722815	723900	D	1086
NP_012688.1	YJR154W		725784	726824	D	1041
NP_012689.1	AAD10		727405	728271	D	867
NP_012690.3	THI11		728574	729596	R	1023
NP_012692.3	HXT16		732440	734143	D	1704
NP_012693.1	SOR1		736044	737117	D	1074
NP_012694.1	MPH3		738008	739816	R	1809
NP_012695.3	COS5		742848	743999	R	1152
NP_012698.1	PAU16		1810	2181	R	372
NP_012700.1	YKL222C		3503	5620	R	2118
NP_012701.2	MCH2		6107	7528	D	1422
NP_012702.1	FRE2		9091	11226	R	2136
NP_012703.1	COS9		14485	15708	D	1224
NP_012704.1	SRY1		17359	18339	R	981
NP_012705.1	JEN1		22234	24084	D	1851
NP_012706.1	URA1		25215	26159	D	945
NP_012707.1	OXP1		26827	30687	R	3861
NP_012708.1	YRA2		31082	31693	R	612
NP_012709.1	DOA1		31960	34107	R	2148
NP_012710.1	SAC1		34543	36414	D	1872
NP_012711.1	TRP3		36699	38153	R	1455
NP_012712.1	UBA1		39163	42237	D	3075
NP_012713.1	STE6		42423	46295	R	3873
NP_012714.1	CBT1		47157	47972	D	816
NP_012715.3	EMC3		48194	48955	D	762
NP_012716.1	ADD66		49006	49809	R	804
NP_012717.1	LOS1		50051	53353	D	3303
NP_012718.1	EAP1		53704	55602	D	1899
NP_012719.2	TOR2		55935	63359	R	7425
NP_012721.1	MNN4		63930	67466	R	3537
NP_012723.3	PTK1		68232	70220	R	1989
NP_012724.1	PEX1		70734	73865	R	3132
NP_012725.1	YKT6		74932	75534	R	603
NP_012726.2	MIA40		75821	77032	D	1212
NP_012727.1	MST1		77258	78646	R	1389
NP_012728.1	SDS22		78866	79882	R	1017
NP_012729.1	ACP1		80160	80537	R	378
NP_012730.1	DPH2		81035	82639	D	1605
NP_012731.1	CNB1		82947	83550	D	604
NP_012732.1	HYM1		84704	85903	D	1200
NP_012733.1	PXA2		86225	88786	R	2562
NP_012734.1	FAT3		89284	91536	R	2253
NP_012735.1	MTR2		92744	93298	R	555
NP_012736.1	ASH1		94499	96265	D	1767
NP_012737.1	SPE1		96757	98157	D	1401
NP_878109.1	YKL183C-A		98395	98607	R	213
NP_012738.1	LOT5		98721	99641	D	921
NP_012739.1	FAS1		100671	106826	D	6156
NP_012740.1	PRS1		107316	108599	D	1284
NP_012741.1	RPL17A		109269	110129	D	861
NP_012742.1	COY1		110464	112503	R	2040
NP_012743.1	STE3		113215	114627	R	1413
NP_012745.1	LST4		115500	117986	R	2487
NP_012746.1	ZRT3		118793	120304	D	1512
NP_012747.1	TPO5		120380	122236	R	1857
NP_012748.1	SNU114		122517	125543	D	3027
NP_012749.1	EBP2		125759	127042	D	1284
NP_012750.1	NNK1		127475	130261	D	2787
NP_012751.1	MRPL38		130634	131050	D	417
NP_012753.2	KKQ8		131288	133462	R	2175
NP_012754.1	MRP49		133721	134134	R	414
NP_012755.1	TPK3		134509	135705	R	1197
NP_012756.1	MCD4		137932	140691	R	2760
NP_012757.1	PIR1		141794	142819	R	1026
NP_012758.1	PIR3		144401	145378	D	978
NP_012760.1	YKL162C		147630	148838	R	1209
NP_012761.1	KDX1		149386	150687	R	1302
NP_012762.1	ELF1		153269	153706	D	438
NP_012763.1	RCN1		153816	154451	R	636
NP_012765.3	APE2		154991	158232	D	3242
NP_012766.1	RPS27A		158613	159212	D	600
NP_012767.1	RSM22		159456	161342	R	1887
NP_012768.1	SRP102		161601	162335	D	735
NP_012770.1	GPM1		163642	164385	R	744
NP_012771.1	YKL151C		164917	165930	R	1014
NP_012772.1	MCR1		166544	167452	D	909
NP_012773.1	DBR1		167612	168829	R	1218
NP_012774.1	SDH1		169207	171129	R	1923
NP_012776.1	AVT3		171783	173861	D	2079
NP_012777.1	RPT1		174213	175616	D	1404
NP_012778.1	RPC25		175843	176481	R	639
NP_012779.1	LTV1		176781	178172	D	1392
NP_012780.1	MRP8		178515	179174	D	660
NP_012781.1	SDH3		179667	180263	D	597
NP_012782.1	TGL1		180779	182425	D	1647
NP_012783.1	CTK1		182958	184544	D	1587
NP_690844.1	HSK3		184803	185012	R	210
NP_012784.1	MRPL31		185286	185681	R	396
NP_012785.2	CMC1		185957	186292	D	336
NP_012787.1	APL2		186460	188640	R	2181
NP_012788.2	OCT1		189124	191442	R	2319
NP_012789.2	YKL133C		191679	193070	R	1392
NP_012790.1	RMA1		193574	194866	R	1293
NP_012792.1	SHE2		195288	196028	R	741
NP_012793.2	MYO3		196349	200167	R	3819
NP_012794.1	PMU1		200884	201771	R	888
NP_012795.1	PGM1		203541	205253	D	1713
NP_012796.1	YPK1		205707	207749	D	2043
NP_012797.1	RRN3		208247	210130	D	1884
NP_012798.1	SSH4		210593	212332	D	1740
NP_012800.1	SRP21		212495	212998	R	504
NP_012801.1	DGR2		214142	216700	D	2559
NP_012802.1	OAC1		217344	218318	D	975
NP_012803.1	VPH2		218570	219217	R	648
NP_012805.1	SBA1		220324	220974	D	651
NP_012806.1	PRR1		221344	222900	R	1557
NP_012808.1	APN1		223352	224455	R	1104
NP_012809.1	RAD27		224727	225875	R	1149
NP_012810.1	ABF1		226570	228765	D	2196
NP_012812.1	KTI12		228939	229880	R	942
NP_012813.1	HAP4		232227	233891	D	1665
NP_012814.1	SLD2		234426	235787	D	1362
NP_012815.1	YKL107W		236141	237070	D	930
NP_076898.1	YKL106C-A		237147	237266	R	120
NP_012816.1	AAT1		237536	238891	D	1356
NP_012817.1	SEG2		239185	242583	R	3399
NP_012818.1	GFA1		243220	245373	R	2154
NP_012819.1	APE1		246138	247682	R	1545
NP_012821.2	HSL1		248920	253476	D	4557
NP_012822.1	YKL100C		253697	255460	R	1764
NP_012823.2	UTP11		255720	256472	R	753
NP_012824.1	MTC2		256770	257843	D	1074
NP_878110.1	YKL096C-B		259073	259222	R	150
NP_012826.1	CWP2		259253	259531	D	279
NP_012827.1	CWP1		261132	261851	D	720
NP_012828.1	YJU2		262277	263113	D	837
NP_012829.1	YJU3		263349	264290	D	942
NP_012830.1	MBR1		264789	265808	D	1020
NP_012831.1	BUD2		266145	269459	R	3315
NP_012832.1	YKL091C		269718	270650	R	933
NP_012833.1	CUE2		271878	273209	D	1332
NP_012834.1	MIF2		273394	275043	D	1650
NP_012835.1	CAB3		275283	276998	D	1716
NP_012836.1	CYT2		277189	277863	R	675
NP_012837.1	SRX1		278281	278664	D	384
NP_012838.1	MDH1		279123	280127	D	1005
NP_012839.1	HOT13		280509	280859	D	351
NP_012841.1	RRP14		281025	282329	R	1305
NP_012842.1	TEF4		282891	284455	D	1565
NP_012843.1	VMA5		285030	286208	D	1179
NP_012844.1	SMY1		286603	288573	D	1971
NP_012845.1	DHR2		288845	291052	D	2208
NP_012846.1	YKL077W		291453	292631	D	1179
NP_012848.1	YKL075C		292956	294308	R	1353
NP_012849.1	MUD2		294610	296193	R	1584
NP_012850.1	LHS1		296430	299075	D	2646
NP_012851.1	STB6		299582	301882	D	2301
NP_012852.1	YKL071W		305114	305884	D	771
NP_012853.1	YKL070W		306211	306720	D	510
NP_012854.1	YKL069W		307285	307827	D	543
NP_878111.1	YKL068W-A		309206	309442	D	237
NP_012855.1	NUP100		310199	313078	D	2880
NP_012856.1	YNK1		314812	315273	D	462
NP_001032580.1	YKL065W-A		315954	316175	D	222
NP_012858.2	YET1		316437	317057	R	621
NP_012859.1	MNR2		317764	320673	D	2910
NP_012860.1	YKL063C		321015	321518	R	504
NP_012861.1	MSN4		323228	325120	D	1893
NP_012862.1	BLI1		325771	326112	D	342
NP_012863.1	FBA1		326408	327487	R	1080
NP_012864.1	MPE1		328118	329443	R	1326
NP_012865.1	TOA2		330166	330534	D	369
NP_012866.1	NUP120		330856	333969	R	3114
NP_012867.1	TMA19		334412	334915	R	504
NP_012868.1	OAR1		335321	336157	R	837
NP_012869.1	DEF1		336537	338753	R	2217
NP_012870.1	MDM35		339182	339442	R	261
NP_012872.2	ASK1		339668	340546	R	879
NP_012873.1	SFK1		341312	342373	D	1062
NP_012874.1	YKL050C		342852	345620	R	2769
NP_012875.2	CSE4		346075	346764	R	690
NP_012876.1	ELM1		347214	349136	R	1923
NP_012877.1	ANR2		349463	351013	D	1551
NP_012878.1	DCW1		351275	352624	R	1350
NP_012879.1	PRI2		353493	355079	D	1587
NP_001257684.1	YKL044W		356322	356642	D	321
NP_012881.1	PHD1		356748	357848	D	1101
NP_012882.3	SPC42		358475	359566	D	1092
NP_012883.1	VPS24		360143	360817	D	675
NP_012884.3	NFU1		361058	361828	R	771
NP_012885.2	PTM1		362622	364193	D	1572
NP_012886.3	RGT1		365605	369117	D	3513
NP_012887.1	AIM26		369365	369721	D	357
NP_012889.3	UGP1		369891	371390	D	1500
NP_012890.1	TUL1		371829	374105	D	2277
NP_012891.4	YKL033W-A		374505	375215	D	711
NP_012892.1	TTI1		375456	378572	D	3117
NP_012893.3	IXR1		380065	381858	R	1794
NP_012896.1	MAE1		382716	384725	R	2010
NP_012897.3	TFA1		385758	387206	D	1449
NP_012898.1	TCD2		387562	388905	D	1344
NP_012899.3	GPX1		389380	389883	R	504
NP_012900.1	PAN3		390240	392279	R	2040
NP_012901.3	URA6		392526	393140	R	615
NP_001032581.1	YKL023C-A		393146	393373	R	228
NP_012902.4	YKL023W		393721	394554	D	834
NP_012903.1	CDC16		394726	397248	R	2523
NP_012904.3	MAK11		397344	398750	R	1407
NP_012905.1	SPT23		398832	402080	R	3249
NP_012906.3	RAM2		402568	403518	D	951
NP_076899.1	YKL018C-A		403580	403879	R	300
NP_012907.3	SWD2		404102	405091	D	990
NP_012908.1	HCS1		405190	407241	R	2052
NP_012909.3	ATP7		407465	407989	R	525
NP_012910.1	PUT3		408544	411483	D	2940
NP_012911.3	URB1		411619	416913	R	5295
NP_012912.1	ARC19		417508	418023	R	516
NP_012913.3	PRP40		418310	420061	D	1752
NP_012914.1	CCE1		420155	421216	R	1062
NP_012915.3	UFD4		421424	425875	R	4452
NP_012916.1	MRT4		426242	426952	D	711
NP_012917.3	LAC1		427295	428551	R	1257
NP_012918.1	CAP1		429302	430108	D	807
NP_012919.3	SFT1		430198	430632	R	435
NP_012920.1	RPL14A		431906	432720	D	815
NP_012921.3	BYE1		433093	434877	R	1785
NP_012922.1	AUR1		435580	436785	D	1206
NP_012923.3	MRP17		437097	437492	R	396
NP_012924.2	DID4		437778	438544	D	767
NP_012925.3	MET14		438777	439385	R	609
NP_012926.1	VPS1		440608	442722	R	2115
NP_012927.3	PAP1		443232	444938	D	1707
NP_012928.1	OSH6		445381	446727	D	1347
NP_012929.4	ECM9		446799	448036	R	1238
NP_012930.2	YKR005C		448521	450167	R	1647
NP_012931.4	MRPL13		450423	451217	R	795
NP_012932.1	MEH1		451434	451988	D	555
NP_012933.4	RSC4		452201	454078	D	1878
NP_012934.1	FOX2		454352	457054	R	2703
NP_012935.3	TOF2		458924	461239	R	2316
NP_012936.1	YKR011C		461635	462696	R	1062
NP_012938.3	PRY2		463959	464948	D	990
NP_012939.1	YPT52		465367	466071	R	705
NP_012940.3	YKR015C		466961	468667	R	1707
NP_012941.1	FCJ1		469717	471339	D	1623
NP_012942.3	HEL1		471694	473349	R	1656
NP_012943.1	YKR018C		473723	475900	R	2178
NP_012944.3	IRS4		476216	478063	R	1848
NP_012945.1	VPS51		478338	478832	D	495
NP_012946.3	ALY1		479234	481981	D	2748
NP_012947.1	NTR2		482171	483139	R	969
NP_012948.3	YKR023W		483419	485011	D	1593
NP_012949.1	DBP7		485144	487372	R	2229
NP_012950.3	RPC37		487770	488618	D	849
NP_012951.1	GCN3		488738	489655	R	918
NP_012952.3	BCH2		491364	493661	D	2298
NP_012953.2	SAP190		494257	497358	D	3102
NP_012954.3	SET3		497578	499833	R	2256
NP_012955.1	GMH1		500282	501103	D	822
NP_012956.3	SPO14		501344	506395	R	5052
NP_012959.1	DAL80		506898	507707	D	810
NP_012961.3	DID2		507939	508553	D	615
NP_012962.3	CAF4		508702	510633	R	1932
NP_012963.3	SPC34		510910	511797	R	888
NP_012964.2	KAE1		511999	513159	R	1161
NP_012965.3	GAP1		515063	516871	D	1809
NP_012967.1	YKR041W		518198	518950	D	753
NP_012968.4	UTH1		519527	520624	D	1098
NP_012969.1	SHB17		520897	521712	R	816
NP_012970.3	UIP5		522015	523346	D	1332
NP_012971.2	YKR045C		523418	523969	R	552
NP_012972.3	PET10		524223	525074	R	852
NP_012974.1	NAP1		525387	526640	R	1254
NP_012975.3	FMP46		526830	527231	R	402
NP_012976.1	TRK2		527815	530484	D	2670
NP_012977.3	YKR051W		530946	532202	D	1257
NP_012978.1	MRS4		532550	533464	R	915
NP_012979.3	YSR3		534067	535281	R	1215
NP_012980.1	DYN1		535647	547925	R	12279
NP_012981.3	RHO4		548216	549091	D	876
NP_012982.2	TRM2		549448	551367	D	1920
NP_012983.3	RPS21A		551657	552242	D	586
NP_012984.2	GLG1		552770	554620	D	1851
NP_012985.3	TIF1		554987	556174	D	1188
NP_012986.1	UTP30		556518	557342	D	825
NP_012987.3	KTR2		557677	558954	D	1278
NP_012988.1	TFA2		559666	560652	D	987
NP_012989.3	LAS1		560789	562297	R	1509
NP_012990.1	OAF3		562547	565138	D	2592
NP_012991.3	PAM17		565299	565892	R	594
NP_012992.1	CCP1		566113	567198	R	1086
NP_012993.3	GPT2		567918	570149	D	2232
NP_012994.1	BET3		570328	570909	R	582
NP_012995.3	MET1		571612	573393	D	1782
NP_012996.1	YKR070W		573574	574632	D	1059
NP_012997.3	DRE2		574934	575980	R	1047
NP_012998.1	SIS2		576435	578123	R	1689
NP_013000.3	AIM29		579209	579676	D	468
NP_013001.1	YKR075C		579827	580750	R	924
NP_013002.3	ECM4		582283	583395	D	1113
NP_013003.1	MSA2		583653	584744	D	1092
NP_013004.3	YKR078W		584952	586709	D	1758
NP_013005.1	TRZ1		586789	589305	R	2517
NP_013006.3	MTD1		590395	591357	D	963
NP_013007.1	RPF2		591506	592540	R	1035
NP_013008.3	NUP133		592825	596298	D	3474
NP_013009.1	DAD2		596421	596822	R	402
NP_013010.3	HBS1		597055	598890	R	1836
NP_013011.1	MRPL20		599094	599681	R	588
NP_013012.3	PRP16		599857	603072	D	3216
NP_013013.2	OMA1		603195	604232	R	1038
NP_013014.3	TVP38		604405	605418	R	1014
NP_013015.1	TGL4		605633	608365	R	2733
NP_013016.4	PXL1		608946	611066	D	2121
NP_013017.2	SRL3		611525	612265	D	741
NP_013018.3	SRP40		612665	613885	R	1221
NP_013019.1	PTR2		615730	617535	D	1806
NP_013020.3	RPL40B		617996	618750	R	755
NP_013021.1	MLP1		619805	625432	D	5628
NP_878113.4	PCC1		625864	626205	D	342
NP_013022.1	ESL2		626793	630380	D	3588
NP_013023.3	PCK1		631152	632801	D	1650
NP_013024.1	UBP11		633026	635179	R	2154
NP_013025.3	BAS1		635851	638286	D	2436
NP_013026.2	SKG1		638901	639968	R	1068
NP_013027.4	SIR1		640540	642504	D	1965
NP_013028.1	FLO10		646356	649865	D	3510
NP_013029.3	NFT1		653080	656736	D	3657
NP_013030.1	YKR104W		656836	657756	D	921
NP_013031.3	VBA5		658716	660464	R	1749
NP_013032.1	GEX2		661442	663289	D	1848
NP_013033.1	YLL067C		585	4301	R	3717
NP_878115.1	YLL066W-B		5605	5775	D	171
NP_013034.1	YLL066C		6120	9836	R	3717
NP_013036.1	PAU18		13083	13445	R	363
NP_013037.1	AYT1		14648	16072	R	1425
NP_013038.1	MHT1		16639	17613	R	975
NP_013039.1	MMP1		17956	19707	D	1752
NP_013040.1	GTT2		21138	21839	R	702
NP_013042.1	YLL058W		23569	25296	D	1728
NP_013043.1	JLP1		25756	26994	R	1239
NP_013044.1	YLL056C		27409	28305	R	897
NP_013045.1	YCT1		30109	31704	D	1596
NP_013046.2	YLL054C		32673	35204	R	2532
NP_013047.1	YLL053C		35503	35961	R	459
NP_013048.1	AQY2		35912	36361	R	450
NP_013049.1	FRE6		37333	39471	R	2139
NP_013050.1	COF1		39804	40414	R	611
NP_013051.1	LDB18		40666	41205	D	540
NP_013052.1	YBT1		41280	46265	R	4986
NP_013054.1	RNP1		46714	47463	R	750
NP_013055.1	RPL8B		47859	48629	R	771
NP_013057.1	FPS1		49938	51947	D	2010
NP_013058.1	ATG10		52087	52590	R	504
NP_013059.1	SDH2		53131	53931	R	801
NP_013060.1	VPS13		54211	63645	R	9435
NP_013061.1	UBI4		64062	65207	R	1146
NP_013062.1	ENT4		65775	66518	R	744
NP_013064.1	PRP19		66745	68256	R	1512
NP_013065.1	GRC3		68580	70478	D	1899
NP_013066.1	RIX7		70633	73146	R	2514
NP_013067.1	IRC19		73409	74101	D	693
NP_013068.1	YLL032C		74270	76747	R	2478
NP_013069.1	GPI13		77152	80205	R	3054
NP_013071.1	FRA1		81461	83710	D	2250
NP_013072.1	TPO1		84804	86564	D	1761
NP_013073.1	ISA1		87403	88155	D	753
NP_013074.1	HSP104		88623	91349	D	2727
NP_013075.1	PAU17		94747	95121	D	375
NP_013076.1	SSA2		95566	97485	R	1920
NP_013077.1	POM33		97997	98836	R	840
NP_013078.1	HIF1		99044	100201	R	1158
NP_013079.1	SPA2		100947	105347	D	4401
NP_013081.1	KNS1		105686	107899	R	2214
NP_013082.1	COX19		108676	108972	R	297
NP_013083.1	DPS1		109902	111575	R	1674
NP_013086.1	BPT1		116432	121111	D	4680
NP_013087.1	EMC6		121322	121648	D	327
NP_013088.1	PUF3		122075	124714	R	2640
NP_013089.1	YEH1		125534	127255	D	1722
NP_013090.1	SOF1		127523	128992	D	1470
NP_013091.1	PSR1		129330	130613	R	1284
NP_013092.1	COX17		131205	131414	R	210
NP_013093.1	DRS1		131729	133987	D	2259
NP_013094.1	YLL007C		134302	136299	R	1998
NP_878116.1	YLL006W-A		136345	136521	D	177
NP_013095.1	MMM1		136586	137866	D	1281
NP_013096.1	SPO75		137940	140546	R	2607
NP_013097.1	ORC3		141073	142923	D	1851
NP_013098.1	SFI1		143201	146041	D	2841
NP_013099.1	RTT109		146291	147601	D	1311
NP_013100.1	DNM1		147890	150163	D	2274
NP_013101.1	YLR001C		151389	153977	R	2589
NP_013102.1	NOC3		154343	156334	R	1992
NP_013103.1	CMS1		156855	157730	R	876
NP_013104.1	THI73		157934	159505	R	1572
NP_013105.1	SSL1		160049	161434	D	1386
NP_013106.1	SSK1		161755	163893	R	2139
NP_013107.1	NSE1		164392	165402	D	1011
NP_013108.1	PAM18		165577	166083	R	507
NP_013109.1	RLP24		166537	167136	D	600
NP_013110.1	TEN1		167320	167802	R	483
NP_013111.1	LOT6		169103	169678	D	576
NP_013112.2	YLR012C		169982	170281	R	300
NP_013113.1	GAT3		171339	171764	D	426
NP_013114.1	PPR1		172268	174982	R	2715
NP_013115.1	BRE2		175227	176744	D	1518
NP_013116.1	PML1		176802	177416	R	615
NP_013117.1	MEU1		177608	178621	D	1014
NP_013118.1	POM34		178707	179606	R	900
NP_013119.1	PSR2		180288	181481	D	1194
NP_013120.1	YEH2		181789	183405	R	1617
NP_013121.1	IRC25		183623	184162	D	540
NP_013122.1	SDO1		184174	184926	R	753
NP_013123.1	IZH3		185498	187129	R	1632
NP_013124.1	UBR2		187663	193281	R	5619
NP_013125.1	SNF7		194452	195174	D	723
NP_013126.1	SED5		195450	196472	R	1023
NP_013127.2	AAT2		196829	198085	R	1257
NP_013128.1	ADE16		199540	201315	R	1776
NP_013129.1	RPL15A		201976	202590	R	615
NP_013130.1	YLR030W		203290	204081	D	792
NP_013131.1	YLR031W		204225	204785	D	561
NP_013132.1	RAD5		204991	208500	D	3510
NP_013133.1	RSC58		208761	210269	D	1509
NP_013134.1	SMF3		210512	211933	R	1422
NP_013135.1	MLH2		212369	214456	R	2088
NP_013136.1	YLR035C-A		215440	218907	R	3468
NP_013137.1	YLR036C		221521	222132	R	612
NP_013138.1	PAU23		222685	223059	R	375
NP_013139.1	COX12		224921	225172	R	252
NP_013140.1	RIC1		225426	228596	R	3171
NP_013141.1	YLR040C		228908	229582	R	675
NP_013143.1	YLR042C		229966	230451	R	486
NP_013144.1	TRX1		231702	232013	R	312
NP_013145.1	PDC1		232390	234081	R	1692
NP_013146.1	STU2		235037	237703	R	2667
NP_013147.1	YLR046C		238001	238813	R	813
NP_013148.1	FRE8		239347	241407	R	2061
NP_013149.1	RPS0B		242232	243349	D	1118
NP_013150.1	YLR049C		243886	245172	R	1287
NP_013151.1	YLR050C		245587	246072	R	486
NP_013152.1	FCF2		246324	246977	R	654
NP_013153.1	IES3		247201	247953	D	753
NP_013154.1	YLR053C		248100	248426	R	327
NP_013155.2	OSW2		248717	250978	R	2262
NP_013156.1	SPT8		251272	253080	R	1809
NP_013157.1	ERG3		253861	254958	D	1098
NP_013158.1	MNL2		255306	257855	D	2550
NP_013159.1	SHM2		257992	259401	R	1410
NP_013160.1	REX2		259738	260547	R	810
NP_013161.1	FRS1		260979	262766	D	1788
NP_013162.1	RPL22A		263194	263948	D	755
NP_013164.1	YLR063W		264157	265254	D	1098
NP_013165.1	PER33		265456	266277	D	822
NP_013166.1	ENV10		266373	266918	R	546
