orf_id	gene	length
YGL028C	SCW11	1629
YGL029W	CGR1	363
YGL030W	RPL30	548
YGL031C	RPL24A	468
YGL032C	AGA2	264
YGL033W	HOP2	727
YGL034C	YGL034C	366
YGL035C	MIG1	1515
YGL036W	MTC2	2730
YGL037C	PNC1	651
YGL038C	OCH1	1443
YGL039W	YGL039W	1047
YGL040C	HEM2	1029
YGL041C	YGL041C	315
YGL042C	YGL042C	306
YGL043W	DST1	930
YGL044C	RNA15	891
YGL045W	YGL045W	690
YGL046W	YGL046W	789
YGL047W	YGL047W	609
YGL048C	RPT6	1218
YGL049C	TIF4632	2745
YGL050W	YGL050W	822
YGL051W	YGL051W	705
YGL052W	YGL052W	306
YGL053W	PRM8	714
YGL054C	ERV14	417
YGL055W	OLE1	1533
YGL056C	SDS23	1584
YGL057C	YGL057C	864
YGL058W	RAD6	519
YGL059W	YGL059W	1338
YGL060W	YGL060W	1926
YGL061C	DUO1	744
YGL062W	PYC1	3537
YGL063W	PUS2	1113
YGL064C	YGL064C	1686
YGL065C	ALG2	1512
YGL066W	YGL066W	1974
YGL067W	NPY1	1155
YGL068W	YGL068W	585
YGL069C	YGL069C	465
YGL070C	RPB9	369
YGL071W	RCS1	2073
YGL072C	YGL072C	360
YGL073W	HSF1	2502
YGL074C	YGL074C	327
YGL075C	MPS2	1164
YGL076C	RPL7A	1662
YGL077C	HNM1	1692
YGL078C	DBP3	1572
YGL079W	YGL079W	657
YGL080W	YGL080W	393
YGL081W	YGL081W	963
YGL082W	YGL082W	1146
YGL083W	SCY1	2415
YGL084C	GUP1	1683
YGL085W	YGL085W	825
YGL086W	MAD1	2250
YGL087C	MMS2	499
YGL088W	YGL088W	366
YGL089C	MF(ALPHA)2	363
YGL090W	LIF1	1266
YGL091C	NBP35	987
YGL092W	NUP145	3954
YGL093W	SPC105	2754
YGL094C	PAN2	3348
YGL095C	VPS45	1734
YGL096W	YGL096W	831
YGL097W	SRM1	1449
YGL098W	YGL098W	738
YGL099W	YGL099W	1923
YGL100W	SEH1	1050
YGL101W	YGL101W	648
YGL102C	YGL102C	429
YGL103W	RPL28	961
YGL104C	YGL104C	1461
YGL105W	ARC1	1131
YGL106W	MLC1	450
YGL107C	YGL107C	1941
YGL108C	YGL108C	423
YGL109W	YGL109W	324
YGL110C	YGL110C	1875
YGL111W	YGL111W	1392
YGL112C	TAF60	1551
YGL113W	YGL113W	2007
YGL114W	YGL114W	2178
YGL115W	SNF4	969
YGL116W	CDC20	1833
YGL117W	YGL117W	798
YGL118C	YGL118C	438
YGL119W	ABC1	1506
YGL120C	PRP43	2304
YGL121C	YGL121C	381
YGL122C	NAB2	1578
YGL123W	RPS2	765
YGL124C	MON1	1935
YGL125W	MET13	1800
YGL126W	SCS3	1143
YGL127C	SOH1	384
YGL128C	YGL128C	1044
YGL129C	YGL129C	1467
YGL130W	CEG1	1380
YGL131C	YGL131C	4212
YGL132W	YGL132W	336
YGL133W	ITC1	3795
YGL134W	PCL10	1302
YGL135W	RPL1B	654
YGL136C	YGL136C	963
YGL137W	SEC27	2870
YGL138C	YGL138C	1038
YGL139W	YGL139W	2409
YGL140C	YGL140C	3660
YGL141W	HUL5	2733
YGL142C	GPI10	1851
YGL143C	MRF1	1242
YGL144C	YGL144C	2058
YGL145W	TIP20	2106
YGL146C	YGL146C	936
YGL147C	RPL9A	576
YGL148W	ARO2	1131
YGL149W	YGL149W	306
YGL150C	INO80	4470
YGL151W	NUT1	3399
YGL152C	YGL152C	678
YGL153W	PEX14	1026
YGL154C	LYS5	819
YGL155W	CDC43	1131
YGL156W	AMS1	3252
YGL157W	YGL157W	1044
YGL158W	RCK1	1539
YGL159W	YGL159W	1113
YGL160W	YGL160W	1713
YGL161C	YGL161C	933
YGL162W	SUT1	900
YGL163C	RAD54	2697
YGL164C	YGL164C	1323
YGL165C	YGL165C	579
YGL166W	CUP2	678
YGL167C	PMR1	2853
YGL168W	YGL168W	333
YGL169W	SUA5	1281
YGL170C	YGL170C	1242
YGL171W	ROK1	1695
YGL172W	NUP49	1419
YGL173C	KEM1	4587
YGL174W	YGL174W	801
YGL175C	SAE2	1038
YGL176C	YGL176C	1665
YGL177W	YGL177W	348
YGL178W	MPT5	3220
YGL179C	YGL179C	1683
YGL180W	APG1	2694
YGL181W	GTS1	1191
YGL182C	YGL182C	324
YGL183C	YGL183C	525
YGL184C	STR3	1398
YGL185C	YGL185C	1140
YGL186C	YGL186C	1740
YGL187C	COX4	468
YGL188C	YGL188C	174
YGL189C	RPS26A	360
YGL190C	CDC55	1581
YGL191W	COX13	390
YGL192W	IME4	1803
YGL193C	YGL193C	312
YGL194C	HOS2	1359
YGL195W	GCN1	8019
YGL196W	YGL196W	498
YGL197W	MDS3	4464
YGL198W	YGL198W	786
YGL199C	YGL199C	471
YGL200C	EMP24	612
YGL201C	MCM6	3054
YGL202W	ARO8	1503
YGL203C	KEX1	2190
YGL204C	YGL204C	306
YGL205W	POX1	2247
YGL206C	CHC1	4962
YGL207W	SPT16	3108
YGL208W	SIP2	1248
YGL209W	MIG2	1149
YGL210W	YPT32	669
YGL211W	YGL211W	582
YGL212W	VAM7	951
YGL213C	SKI8	1194
YGL214W	YGL214W	489
YGL215W	CLG1	1359
YGL216W	KIP3	2418
YGL217C	YGL217C	342
YGL218W	YGL218W	651
YGL219C	YGL219C	1380
YGL220W	YGL220W	363
YGL221C	NIF3	867
YGL222C	EDC1	528
YGL223C	YGL223C	1254
YGL224C	YGL224C	843
YGL225W	GOG5	1014
YGL226C-A	OST5	410
YGL226W	YGL226W	372
YGL227W	VID30	2877
YGL228W	SHE10	1734
YGL229C	SAP4	2457
YGL230C	YGL230C	444
YGL231C	YGL231C	573
YGL232W	YGL232W	928
YGL233W	SEC15	2733
YGL234W	ADE5,7	2409
YGL235W	YGL235W	537
YGL236C	MTO1	2040
YGL237C	HAP2	798
YGL238W	CSE1	2883
YGL239C	YGL239C	315
YGL240W	DOC1	852
YGL241W	KAP114	3015
YGL242C	YGL242C	546
YGL243W	TAD1	1203
YGL244W	RTF1	1677
YGL245W	YGL245W	2175
YGL246C	RAI1	1164
YGL247W	YGL247W	594
YGL248W	PDE1	1110
YGL249W	ZIP2	2115
YGL250W	YGL250W	738
YGL251C	HFM1	3716
YGL252C	RTG2	1767
YGL253W	HXK2	1461
YGL254W	FZF1	900
YGL255W	ZRT1	1131
YGL256W	ADH4	1398
YGL257C	MNT2	1677
YGL258W	YGL258W	621
YGL259W	YPS5	498
YGL260W	YGL260W	231
YGL261C	YGL261C	363
YGL262W	YGL262W	528
YGL263W	COS12	1143
YGR001C	YGR001C	902
YGR002C	YGR002C	1431
YGR003W	YGR003W	2235
YGR004W	YGR004W	1389
YGR005C	TFG2	1203
YGR006W	PRP18	660
YGR007W	MUQ1	972
YGR008C	STF2	255
YGR009C	SEC9	1956
YGR010W	YGR010W	1188
YGR011W	YGR011W	327
YGR012W	YGR012W	1182
YGR013W	SNU71	1863
YGR014W	MSB2	3921
YGR015C	YGR015C	987
YGR016W	YGR016W	573
YGR017W	YGR017W	894
YGR018C	YGR018C	330
YGR019W	UGA1	1416
YGR020C	VMA7	357
YGR021W	YGR021W	873
YGR022C	YGR022C	330
YGR023W	MTL1	1656
YGR024C	YGR024C	714
YGR025W	YGR025W	303
YGR026W	YGR026W	837
YGR027C	RPS25A	327
YGR027W-A	YGR027W-A	1323
YGR027W-B	YGR027W-B	5269
YGR028W	MSP1	1089
YGR029W	ERV1	653
YGR030C	POP6	477
YGR031W	YGR031W	1029
YGR032W	GSC2	5688
YGR033C	YGR033C	720
YGR034W	RPL26B	744
YGR035C	YGR035C	351
YGR036C	CAX4	720
YGR037C	ACB1	264
YGR038C-A	YGR038C-A	1323
YGR038C-B	YGR038C-B	5269
YGR038W	ORM1	669
YGR039W	YGR039W	312
YGR040W	KSS1	1107
YGR041W	BUD9	1644
YGR042W	YGR042W	816
YGR043C	YGR043C	1002
YGR044C	RME1	903
YGR045C	YGR045C	363
YGR046W	YGR046W	1158
YGR047C	TFC4	3078
YGR048W	UFD1	1086
YGR049W	SCM4	564
YGR050C	YGR050C	357
YGR051C	YGR051C	324
YGR052W	YGR052W	1110
YGR053C	YGR053C	852
YGR054W	YGR054W	1929
YGR055W	MUP1	1725
YGR056W	RSC1	2787
YGR057C	LST7	738
YGR058W	YGR058W	1008
YGR059W	SPR3	1539
YGR060W	ERG25	930
YGR061C	ADE6	4077
YGR062C	COX18	951
YGR063C	SPT4	309
YGR064W	YGR064W	369
YGR065C	VHT1	1782
YGR066C	YGR066C	879
YGR067C	YGR067C	2385
YGR068C	YGR068C	1761
YGR069W	YGR069W	336
YGR070W	ROM1	3468
YGR071C	YGR071C	2583
YGR072W	UPF3	1164
YGR073C	YGR073C	372
YGR074W	SMD1	441
YGR075C	PRP38	729
YGR076C	MRPL25	474
YGR077C	PEX8	1770
YGR078C	PAC10	600
YGR079W	YGR079W	1113
YGR080W	TWF1	999
YGR081C	YGR081C	633
YGR082W	TOM20	552
YGR083C	GCD2	1956
YGR084C	MRP13	1020
YGR085C	RPL11B	525
YGR086C	YGR086C	1020
YGR087C	PDC6	1692
YGR088W	CTT1	1722
YGR089W	YGR089W	2811
YGR090W	YGR090W	3714
YGR091W	PRP31	1485
YGR092W	DBF2	1719
YGR093W	YGR093W	1524
YGR094W	VAS1	3315
YGR095C	RRP46	771
YGR096W	YGR096W	945
YGR097W	ASK10	3441
YGR098C	ESP1	4893
YGR099W	TEL2	2067
YGR100W	MDR1	2853
YGR101W	YGR101W	1041
YGR102C	YGR102C	552
YGR103W	YGR103W	1818
YGR104C	SRB5	924
YGR105W	VMA21	234
YGR106C	YGR106C	798
YGR107W	YGR107W	450
YGR108W	CLB1	1416
YGR109C	CLB6	1143
YGR109W-A	YGR109W-A	873
YGR109W-B	YGR109W-B	4645
YGR110W	YGR110W	1338
YGR111W	YGR111W	1203
YGR112W	SHY1	1170
YGR113W	DAM1	1008
YGR114C	YGR114C	390
YGR115C	YGR115C	780
YGR116W	SPT6	4356
YGR117C	YGR117C	1431
YGR118W	RPS23A	758
YGR119C	NUP57	1626
YGR120C	SEC35	828
YGR121C	MEP1	1479
YGR122C-A	YGR122C-A	129
YGR122W	YGR122W	1209
YGR123C	PPT1	1542
YGR124W	ASN2	1719
YGR125W	YGR125W	3111
YGR126W	YGR126W	693
YGR127W	YGR127W	939
YGR128C	YGR128C	2142
YGR129W	SYF2	648
YGR130C	YGR130C	2451
YGR131W	YGR131W	525
YGR132C	PHB1	864
YGR133W	PEX4	552
YGR134W	YGR134W	3369
YGR135W	PRE9	777
YGR136W	YGR136W	726
YGR137W	YGR137W	375
YGR138C	YGR138C	1845
YGR139W	YGR139W	339
YGR140W	CBF2	2871
YGR141W	YGR141W	1404
YGR142W	BTN2	1233
YGR143W	SKN1	2316
YGR144W	THI4	981
YGR145W	YGR145W	2124
YGR146C	YGR146C	636
YGR147C	NAT2	867
YGR148C	RPL24B	468
YGR149W	YGR149W	1299
YGR150C	YGR150C	2595
YGR151C	YGR151C	336
YGR152C	RSR1	819
YGR153W	YGR153W	654
YGR154C	YGR154C	1071
YGR155W	CYS4	1524
YGR156W	YGR156W	1278
YGR157W	CHO2	2610
YGR158C	MTR3	753
YGR159C	NSR1	1245
YGR160W	YGR160W	612
YGR161C	YGR161C	792
YGR161C-C	YGR161C-C	1323
YGR161C-D	YGR161C-D	5269
YGR161W-A	YGR161W-A	1317
YGR161W-B	YGR161W-B	5314
YGR162W	TIF4631	2859
YGR163W	GTR2	1026
YGR164W	YGR164W	336
YGR165W	YGR165W	1038
YGR166W	KRE11	1683
YGR167W	CLC1	702
YGR168C	YGR168C	1131
YGR169C	YGR169C	1215
YGR170W	PSD2	3417
YGR171C	MSM1	1728
YGR172C	YIP1	747
YGR173W	YGR173W	1107
YGR174C	CBP4	513
YGR175C	ERG1	1491
YGR176W	YGR176W	348
YGR177C	ATF2	1608
YGR178C	PBP1	2169
YGR179C	YGR179C	1221
YGR180C	RNR4	1038
YGR181W	TIM13	318
YGR182C	YGR182C	354
YGR183C	QCR9	414
YGR184C	UBR1	5853
YGR185C	TYS1	1185
YGR186W	TFG1	2208
YGR187C	HGH1	1185
YGR188C	BUB1	3066
YGR189C	CRH1	1524
YGR190C	YGR190C	366
YGR191W	HIP1	1812
YGR192C	TDH3	999
YGR193C	PDX1	1233
YGR194C	XKS1	1803
YGR195W	SKI6	741
YGR196C	YGR196C	2454
YGR197C	SNG1	1644
YGR198W	YGR198W	2454
YGR199W	PMT6	2280
YGR200C	ELP2	2367
YGR201C	YGR201C	825
YGR202C	PCT1	1275
YGR203W	YGR203W	447
YGR204W	ADE3	2841
YGR205W	YGR205W	873
YGR206W	YGR206W	306
YGR207C	YGR207C	786
YGR208W	SER2	930
YGR209C	TRX2	315
YGR210C	YGR210C	1236
YGR211W	ZPR1	1461
YGR212W	YGR212W	1407
YGR213C	RTA1	954
YGR214W	RPS0A	1214
YGR215W	YGR215W	333
YGR216C	GPI1	1830
YGR217W	CCH1	6120
YGR218W	CRM1	3255
YGR219W	YGR219W	342
YGR220C	MRPL9	810
YGR221C	YGR221C	1869
YGR222W	PET54	882
YGR223C	YGR223C	1347
YGR224W	AZR1	1842
YGR225W	AMA1	1782
YGR226C	YGR226C	600
YGR227W	DIE2	1578
YGR228W	YGR228W	345
YGR229C	SMI1	1518
YGR230W	BNS1	414
YGR231C	PHB2	948
YGR232W	NAS6	687
YGR233C	PHO81	3537
YGR234W	YHB1	1200
YGR235C	YGR235C	702
YGR236C	YGR236C	390
YGR237C	YGR237C	2358
YGR238C	KEL2	2649
YGR239C	PEX21	867
YGR240C	PFK1	2964
YGR241C	YAP1802	1707
YGR242W	YGR242W	309
YGR243W	YGR243W	441
YGR244C	LSC2	1284
YGR245C	SDA1	2304
YGR246C	BRF1	1791
YGR247W	YGR247W	720
YGR248W	SOL4	768
YGR249W	MGA1	1371
YGR250C	YGR250C	2346
YGR251W	YGR251W	591
YGR252W	GCN5	1320
YGR253C	PUP2	783
YGR254W	ENO1	1314
YGR255C	COQ6	1440
YGR256W	GND2	1479
YGR257C	YGR257C	1101
YGR258C	RAD2	3096
YGR259C	YGR259C	441
YGR260W	TNA1	1605
YGR261C	APL6	2430
YGR262C	YGR262C	786
YGR263C	YGR263C	1275
YGR264C	MES1	2256
YGR265W	YGR265W	411
YGR266W	YGR266W	2106
YGR267C	FOL2	732
YGR268C	YGR268C	597
YGR269W	YGR269W	327
YGR270W	YTA7	4140
YGR271W	YGR271W	5904
YGR272C	YGR272C	459
YGR273C	YGR273C	525
YGR274C	TAF145	3201
YGR275W	RTT102	561
YGR276C	RNH70	1662
YGR277C	YGR277C	918
YGR278W	YGR278W	1734
YGR279C	SCW4	1161
YGR280C	YGR280C	816
YGR281W	YOR1	4434
YGR282C	BGL2	942
YGR283C	YGR283C	1026
YGR284C	ERV29	933
YGR285C	ZUO1	1302
YGR286C	BIO2	1128
YGR287C	YGR287C	1770
YGR288W	MAL13	1422
YGR289C	MAL11	1851
YGR290W	YGR290W	444
YGR291C	YGR291C	222
YGR292W	MAL12	1755
YGR293C	YGR293C	462
YGR294W	YGR294W	363
YGR295C	COS6	1146
YGR296W	YRF1-3	5728
YHL001W	RPL14B	815
YHL002W	YHL002W	1359
YHL003C	LAG1	1236
YHL004W	MRP4	1185
YHL005C	YHL005C	393
YHL006C	SHU1	480
YHL007C	STE20	2820
YHL008C	YHL008C	1884
YHL009C	YAP3	993
YHL009W-A	YHL009W-A	1242
YHL009W-B	YHL009W-B	5410
YHL010C	YHL010C	1758
YHL011C	PRS3	963
YHL012W	YHL012W	1482
YHL013C	YHL013C	924
YHL014C	YLF2	1218
YHL015W	RPS20	366
YHL016C	DUR3	2208
YHL017W	YHL017W	1599
YHL018W	YHL018W	363
YHL019C	APM2	1818
YHL020C	OPI1	1215
YHL021C	YHL021C	1398
YHL022C	SPO11	1197
YHL023C	YHL023C	3441
YHL024W	RIM4	2142
YHL025W	SNF6	999
YHL026C	YHL026C	807
YHL027W	RIM101	1878
YHL028W	WSC4	1818
YHL029C	YHL029C	2040
YHL030W	ECM29	5607
YHL031C	GOS1	672
YHL032C	GUT1	2130
YHL033C	RPL8A	771
YHL034C	SBP1	885
YHL035C	YHL035C	4779
YHL036W	MUP3	1641
YHL037C	YHL037C	480
YHL038C	CBP2	1893
YHL039W	YHL039W	1758
YHL040C	ARN1	1884
YHL041W	YHL041W	450
YHL042W	YHL042W	453
YHL043W	ECM34	513
YHL044W	YHL044W	708
YHL045W	YHL045W	348
YHL046C	YHL046C	363
YHL047C	TAF1	1914
YHL048W	COS8	1146
YHL049C	YHL049C	816
YHL050C	YHL050C	2866
YHR001W	YHR001W	1314
YHR001W-A	QCR10	297
YHR002W	YHR002W	1074
YHR003C	YHR003C	1290
YHR004C	NEM1	1341
YHR005C	GPA1	1419
YHR005C-A	MRS11	282
YHR006W	STP2	1626
YHR007C	ERG11	1593
YHR008C	SOD2	702
YHR009C	YHR009C	1572
YHR010W	RPL27A	972
YHR011W	DIA4	1341
YHR012W	VPS29	968
YHR013C	ARD1	717
YHR014W	SPO13	876
YHR015W	MIP6	1980
YHR016C	YSC84	1575
YHR017W	YSC83	1158
YHR018C	ARG4	1392
YHR019C	DED81	1665
YHR020W	YHR020W	2067
YHR021C	RPS27B	799
YHR021W-A	ECM12	456
YHR022C	YHR022C	771
YHR023W	MYO1	5787
YHR024C	MAS2	1449
YHR025W	THR1	1074
YHR026W	PPA1	642
YHR027C	RPN1	2982
YHR028C	DAP2	2457
YHR029C	YHR029C	885
YHR030C	SLT2	1455
YHR031C	RRM3	2172
YHR032W	YHR032W	1746
YHR033W	YHR033W	1272
YHR034C	YHR034C	1035
YHR035W	YHR035W	1893
YHR036W	YHR036W	1416
YHR037W	PUT2	1728
YHR038W	FIL1	693
YHR039C	YHR039C	1935
YHR039C-A	VMA10	507
YHR040W	YHR040W	1101
YHR041C	SRB2	734
YHR042W	NCP1	2076
YHR043C	DOG2	741
YHR044C	DOG1	741
YHR045W	YHR045W	1683
YHR046C	YHR046C	888
YHR047C	AAP1'	2571
YHR048W	YHR048W	1545
YHR049C-A	YHR049C-A	312
YHR049W	YHR049W	732
YHR050W	SMF2	1650
YHR051W	COX6	447
YHR052W	YHR052W	1131
YHR053C	CUP1-1	186
YHR054C	YHR054C	1065
YHR055C	CUP1-2	186
YHR056C	YHR056C	2499
YHR057C	CYP2	618
YHR058C	MED6	888
YHR059W	YHR059W	393
YHR060W	VMA22	546
YHR061C	GIC1	945
YHR062C	RPP1	882
YHR063C	YHR063C	1140
YHR064C	PDR13	1719
YHR065C	RRP3	1632
YHR066W	SSF1	1362
YHR067W	YHR067W	843
YHR068W	DYS1	1164
YHR069C	RRP4	1080
YHR070W	YHR070W	1500
YHR071W	PCL5	690
YHR072W	ERG7	2196
YHR072W-A	NOP10	177
YHR073W	YHR073W	2991
YHR074W	YHR074W	2145
YHR075C	PPE1	1203
YHR076W	YHR076W	1125
YHR077C	NMD2	3383
YHR078W	YHR078W	1659
YHR079C	IRE1	3348
YHR079C-A	SAE3	153
YHR080C	YHR080C	4038
YHR081W	YHR081W	555
YHR082C	KSP1	3090
YHR083W	YHR083W	990
YHR084W	STE12	2067
YHR085W	YHR085W	1005
YHR086W	NAM8	1572
YHR087W	YHR087W	336
YHR088W	RPF1	888
YHR089C	GAR1	618
YHR090C	YNG2	849
YHR091C	MSR1	1932
YHR092C	HXT4	1683
YHR093W	AHT1	549
YHR094C	HXT1	1713
YHR095W	YHR095W	435
YHR096C	HXT5	1779
YHR097C	YHR097C	1225
YHR098C	SFB3	2790
YHR099W	TRA1	11235
YHR100C	YHR100C	558
YHR101C	BIG1	1095
YHR102W	KIC1	3243
YHR103W	SBE22	2559
YHR104W	GRE3	984
YHR105W	YHR105W	645
YHR106W	TRR2	1029
YHR107C	CDC12	1224
YHR108W	GGA2	1758
YHR109W	CTM1	1758
YHR110W	ERP5	639
YHR111W	YHR111W	1323
YHR112C	YHR112C	1137
YHR113W	YHR113W	1473
YHR114W	BZZ1	1902
YHR115C	YHR115C	1251
YHR116W	YHR116W	456
YHR117W	TOM71	1920
YHR118C	ORC6	1308
YHR119W	SET1	3243
YHR120W	MSH1	2880
YHR121W	YHR121W	564
YHR122W	YHR122W	696
YHR123W	EPT1	1267
YHR124W	NDT80	1884
YHR125W	YHR125W	306
YHR126C	YHR126C	480
YHR127W	HSN1	732
YHR128W	FUR1	756
YHR129C	ARP1	1155
YHR130C	YHR130C	336
YHR131C	YHR131C	2523
YHR132C	ECM14	1293
YHR132W-A	YHR132W-A	396
YHR133C	YHR133C	876
YHR134W	YHR134W	810
YHR135C	YCK1	1617
YHR136C	SPL2	447
YHR137W	ARO9	1542
YHR138C	YHR138C	345
YHR139C	SPS100	981
YHR139C-A	YHR139C-A	312
YHR140W	YHR140W	720
YHR141C	RPL42B	762
YHR142W	CHS7	951
YHR143W	YHR143W	978
YHR143W-A	RPC10	213
YHR144C	DCD1	939
YHR145C	YHR145C	357
YHR146W	YHR146W	1398
YHR147C	MRPL6	645
YHR148W	IMP3	552
YHR149C	YHR149C	2205
YHR150W	YHR150W	1740
YHR151C	YHR151C	1581
YHR152W	SPO12	522
YHR153C	SPO16	597
YHR154W	ESC4	3213
YHR155W	YHR155W	3687
YHR156C	YHR156C	1023
YHR157W	REC104	549
YHR158C	KEL1	3495
YHR159W	YHR159W	1515
YHR160C	PEX18	852
YHR161C	YAP1801	1914
YHR162W	YHR162W	390
YHR163W	SOL3	843
YHR164C	DNA2	4569
YHR165C	PRP8	7242
YHR166C	CDC23	1881
YHR167W	YHR167W	786
YHR168W	YHR168W	1500
YHR169W	DBP8	1296
YHR170W	NMD3	1557
YHR171W	APG7	1893
YHR172W	SPC97	2472
YHR173C	YHR173C	339
YHR174W	ENO2	1314
YHR175W	CTR2	570
YHR176W	YHR176W	1122
YHR177W	YHR177W	1362
YHR178W	STB5	2232
YHR179W	OYE2	1203
YHR180W	YHR180W	492
YHR181W	YHR181W	687
YHR182W	YHR182W	2358
YHR183W	GND1	1470
YHR184W	SSP1	1716
YHR185C	ADY1	714
YHR186C	YHR186C	4674
YHR187W	IKI1	930
YHR188C	YHR188C	1833
YHR189W	YHR189W	573
YHR190W	ERG9	1335
YHR191C	CTF8	402
YHR192W	YHR192W	837
YHR193C	EGD2	525
YHR194W	YHR194W	1740
YHR195W	NVJ1	966
YHR196W	YHR196W	1728
YHR197W	YHR197W	2292
YHR198C	YHR198C	966
YHR199C	YHR199C	933
YHR200W	RPN10	807
YHR201C	PPX1	1194
YHR202W	YHR202W	1809
YHR203C	RPS4B	1055
YHR204W	YHR204W	2391
YHR205W	SCH9	2475
YHR206W	SKN7	1869
YHR207C	YHR207C	1581
YHR208W	BAT1	1182
YHR209W	YHR209W	876
YHR210C	YHR210C	1026
YHR211W	FLO5	3228
YHR212C	YHR212C	336
YHR213W	YHR213W	597
YHR214C-B	YHR214C-B	5383
YHR214C-C	YHR214C-C	1437
YHR214W	YHR214W	612
YHR214W-A	YHR214W-A	486
YHR215W	PHO12	1404
YHR216W	IMD2	1572
YHR217C	YHR217C	462
YHR218W	YHR218W	1911
YHR219W	YHR219W	1875
YIL001W	YIL001W	1542
YIL002C	INP51	2841
YIL003W	YIL003W	882
YIL004C	BET1	560
YIL005W	YIL005W	2106
YIL006W	YIL006W	1122
YIL007C	YIL007C	663
YIL008W	URM1	300
YIL009C-A	EST3	547
YIL009W	FAA3	2085
YIL010W	DOT5	648
YIL011W	YIL011W	810
YIL012W	YIL012W	393
YIL013C	PDR11	4236
YIL014W	MNT3	1893
YIL015C-A	YIL015C-A	315
YIL015W	BAR1	1764
YIL016W	SNL1	480
YIL017C	VID28	2766
YIL018W	RPL2B	1165
YIL019W	YIL019W	1041
YIL020C	HIS6	786
YIL021W	RPB3	957
YIL022W	TIM44	1296
YIL023C	YIL023C	1041
YIL024C	YIL024C	570
YIL025C	YIL025C	375
YIL026C	IRR1	3453
YIL027C	YIL027C	426
YIL028W	YIL028W	399
YIL029C	YIL029C	429
YIL030C	SSM4	3960
YIL031W	ULP2	3105
YIL032C	YIL032C	357
YIL033C	SRA1	1251
YIL034C	CAP2	864
YIL035C	CKA1	1119
YIL036W	CST6	1764
YIL037C	PRM2	1971
YIL038C	NOT3	2511
YIL039W	YIL039W	1422
YIL040W	YIL040W	417
YIL041W	YIL041W	981
YIL042C	YIL042C	1185
YIL043C	CBR1	969
YIL044C	AGE2	897
YIL045W	PIG2	1617
YIL046W	MET30	1923
YIL047C	SYG1	2709
YIL048W	NEO1	3456
YIL049W	DFG10	762
YIL050W	PCL7	858
YIL051C	MMD1	438
YIL052C	RPL34B	838
YIL053W	RHR2	816
YIL054W	YIL054W	318
YIL055C	YIL055C	1884
YIL056W	YIL056W	1923
YIL057C	YIL057C	495
YIL058W	YIL058W	285
YIL059C	YIL059C	366
YIL060W	YIL060W	435
YIL061C	SNP1	903
YIL062C	ARC15	465
YIL063C	YRB2	984
YIL064W	YIL064W	774
YIL065C	FIS1	468
YIL066C	RNR3	2610
YIL067C	YIL067C	2037
YIL068C	SEC6	2418
YIL069C	RPS24B	817
YIL070C	MAM33	801
YIL071C	YIL071C	1335
YIL072W	HOP1	1818
YIL073C	SPO22	2661
YIL074C	SER33	1410
YIL075C	RPN2	2838
YIL076W	SEC28	1080
YIL077C	YIL077C	963
YIL078W	THS1	2205
YIL079C	YIL079C	1083
YIL080W	YIL080W	4723
YIL082W	YIL082W	873
YIL082W-A	YIL082W-A	4498
YIL083C	YIL083C	1098
YIL084C	SDS3	984
YIL085C	KTR7	1554
YIL086C	YIL086C	309
YIL087C	YIL087C	474
YIL088C	YIL088C	1473
YIL089W	YIL089W	618
YIL090W	YIL090W	1476
YIL091C	YIL091C	2166
YIL092W	YIL092W	1902
YIL093C	YIL093C	795
YIL094C	LYS12	1116
YIL095W	PRK1	2433
YIL096C	YIL096C	1011
YIL097W	YIL097W	1551
YIL098C	FMC1	468
YIL099W	SGA1	1650
YIL100W	YIL100W	354
YIL101C	XBP1	1944
YIL102C	YIL102C	306
YIL103W	YIL103W	1278
YIL104C	YIL104C	1524
YIL105C	YIL105C	2061
YIL106W	MOB1	1030
YIL107C	PFK26	2484
YIL108W	YIL108W	2091
YIL109C	SEC24	2781
YIL110W	YIL110W	1134
YIL111W	COX5B	544
YIL112W	YIL112W	3252
YIL113W	YIL113W	630
YIL114C	POR2	846
YIL115C	NUP159	4383
YIL116W	HIS5	1158
YIL117C	PRM5	957
YIL118W	RHO3	696
YIL119C	RPI1	1224
YIL120W	QDR1	1692
YIL121W	YIL121W	1629
YIL122W	YIL122W	1056
YIL123W	SIM1	1428
YIL124W	AYR1	894
YIL125W	KGD1	3045
YIL126W	STH1	4080
YIL127C	YIL127C	621
YIL128W	MET18	3099
YIL129C	TAO3	7131
YIL130W	YIL130W	2895
YIL131C	FKH1	1455
YIL132C	YIL132C	642
YIL133C	RPL16A	890
YIL134W	FLX1	936
YIL135C	YIL135C	1311
YIL136W	OM45	1182
YIL137C	YIL137C	2841
YIL138C	TPM2	486
YIL139C	REV7	738
YIL140W	SRO4	2472
YIL141W	YIL141W	390
YIL142W	CCT2	1584
YIL143C	SSL2	2532
YIL144W	TID3	2076
YIL145C	YIL145C	1038
YIL146C	ECM37	1590
YIL147C	SLN1	3663
YIL148W	RPL40A	821
YIL149C	MLP2	5040
YIL150C	DNA43	1716
YIL151C	YIL151C	3357
YIL152W	YIL152W	708
YIL153W	RRD1	1182
YIL154C	IMP2'	1041
YIL155C	GUT2	1950
YIL156W	UBP7	3216
YIL157C	YIL157C	594
YIL158W	YIL158W	615
YIL159W	BNR1	4128
YIL160C	POT1	1254
YIL161W	YIL161W	708
YIL162W	SUC2	1599
